,0,1,2,3,4,5,6,7,8,9,10,11
100,3635,Detroit,2017,18+,7.3,83%,0,1,0,0,Kathryn Bigelow,143.0
101,3636,Risky Business,1983,18+,6.8,92%,0,1,0,0,Paul Brickman,99.0
102,3637,The Biggest Little Farm,2019,7+,8.1,91%,0,1,0,0,John Chester,91.0
103,3638,Lucky,2017,,7.3,97%,0,1,1,0,John Carroll Lynch,88.0
104,3639,Border,2018,18+,7.0,97%,0,1,0,0,Ali Abbasi,110.0
105,3640,Natural Born Killers,1994,18+,7.3,47%,0,1,0,0,Oliver Stone,118.0
106,3641,If Beale Street Could Talk,2018,18+,7.1,95%,0,1,0,0,Barry Jenkins,119.0
107,3642,Horton Hears a Who!,2008,all,6.8,79%,0,1,0,0,"Jimmy Hayward,Steve Martino",86.0
108,3643,Romancing the Stone,1984,7+,6.9,84%,0,1,0,0,Robert Zemeckis,106.0
109,3644,The Beatles: Eight Days a Week - The Touring Years,2016,,7.8,96%,0,1,0,0,Ron Howard,106.0
110,3645,Phone Booth,2002,18+,7.0,72%,0,1,0,0,Joel Schumacher,81.0
111,3646,Gods and Monsters,1998,18+,7.4,95%,0,1,0,0,Bill Condon,105.0
112,3647,Force Majeure,2014,18+,7.3,94%,0,1,0,0,"Nat Faxon,Jim Rash",86.0
113,3648,Turtles Can Fly,2005,13+,8.1,88%,0,1,0,0,Bahman Ghobadi,98.0
114,3649,Thelma,2017,,7.0,93%,0,1,0,0,Joachim Trier,116.0
115,3650,The Sisters Brothers,2018,18+,7.0,87%,0,1,0,0,Jacques Audiard,122.0
116,3651,Tangerine,2015,18+,7.1,96%,0,1,0,0,Sean Baker,88.0
117,3652,Monos,2019,18+,7.1,92%,0,1,0,0,Alejandro Landes,102.0
118,3653,The Nightingale,2019,18+,7.3,86%,0,1,0,0,Jennifer Kent,136.0
119,3654,BPM (Beats per Minute),2017,all,7.4,98%,0,1,0,0,Robin Campillo,143.0
120,3655,Bend It Like Beckham,2002,13+,6.6,85%,0,1,0,0,Gurinder Chadha,112.0
121,3656,Hud,1963,,7.8,82%,0,1,1,0,Martin Ritt,112.0
122,3657,Vice,2018,18+,7.2,66%,0,1,0,0,,28.0
123,3658,The Book of Eli,2010,18+,6.9,47%,0,1,0,0,"Albert Hughes,Allen Hughes",118.0
124,3659,The 12th Man,2017,,7.4,86%,0,1,0,0,Harald Zwart,135.0
125,3660,The Messenger,2009,18+,7.1,89%,0,1,1,0,Oren Moverman,113.0
126,3661,Cartel Land,2015,18+,7.4,90%,0,1,1,0,Matthew Heineman,100.0
127,3662,Professor Marston and the Wonder Women,2017,18+,7.1,86%,0,1,0,0,Angela Robinson,108.0
128,3663,A Brilliant Young Mind,2014,13+,7.1,87%,0,1,1,0,Morgan Matthews,111.0
129,3664,Antz,1998,7+,6.5,93%,0,1,0,0,"Eric Darnell,Tim Johnson",83.0
130,3665,The Next Three Days,2010,13+,7.4,51%,0,1,1,0,Paul Haggis,133.0
131,3666,Megan Leavey,2017,13+,7.1,87%,0,1,0,0,Gabriela Cowperthwaite,116.0
132,3667,Jesus Camp,2006,13+,7.4,87%,0,1,0,0,"Heidi Ewing,Rachel Grady",84.0
133,3668,RBG,2018,7+,7.5,94%,0,1,0,0,"Julie Cohen,Betsy West",98.0
134,3669,Wild Rose,2019,18+,7.2,92%,0,1,0,0,Tom Harper,101.0
135,3670,Kinsey,2004,18+,7.0,90%,0,1,0,0,Bill Condon,118.0
